item_id;programme_id;parent_item_id;niveau;ordre;type;libelle;description;source_id
ITM_MAT_SPEC_1G_2026_11_03;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_11;1G;3;CAPACITE;Suite géométrique;Calculer le terme général et des sommes de termes d’une suite géométrique.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_11_04;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_11;1G;4;CAPACITE;Variation d’une suite;Déterminer le sens de variation d’une suite dans des cas usuels.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_11_05;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_11;1G;5;CAPACITE;Modélisation discrète;Modéliser une évolution à accroissements constants ou à taux constant par une suite.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_11_06;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_11;1G;6;CAPACITE;Limite intuitive;Conjecturer une limite de suite dans des situations simples à partir de calculs ou d’un algorithme.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_12_01;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_12;1G;1;CAPACITE;Signe sous forme factorisée;Étudier le signe d’un polynôme du second degré sous forme factorisée.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_12_02;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_12;1G;2;CAPACITE;Forme canonique;Déterminer la forme canonique dans les cas simples.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_12_03;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_12;1G;3;CAPACITE;Factorisation;Factoriser un polynôme du second degré par différentes stratégies.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_12_04;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_12;1G;4;CAPACITE;Choisir une forme;Choisir la forme développée, canonique ou factorisée adaptée à un problème.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_14_01;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_14;1G;1;CAPACITE;Taux de variation;Calculer un taux de variation et interpréter la pente d’une sécante.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_14_02;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_14;1G;2;CAPACITE;Nombre dérivé;Interpréter un nombre dérivé comme pente de tangente ou vitesse instantanée.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_14_03;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_14;1G;3;CAPACITE;Tangente;Déterminer l’équation de la tangente à une courbe en un point.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_14_04;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_14;1G;4;CAPACITE;Approximation linéaire;Utiliser l’approximation linéaire au voisinage d’un point.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_14_05;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_14;1G;5;CAPACITE;Fonction dérivée;Calculer une dérivée dans des cas simples à l’aide des règles du programme.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_16_01;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_16;1G;1;CAPACITE;Calculs avec exponentielle;Utiliser les propriétés de la fonction exponentielle pour transformer et calculer des expressions.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_16_02;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_16;1G;2;CAPACITE;Modélisation exponentielle;Modéliser une évolution continue par une fonction exponentielle dans un contexte adapté.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_17_01;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_17;1G;1;CAPACITE;Cercle trigonométrique;Lire et placer des angles sur le cercle trigonométrique.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_17_02;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_17;1G;2;CAPACITE;Sinus et cosinus;Utiliser les valeurs et propriétés usuelles de sinus et cosinus.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_19_01;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_19;1G;1;CAPACITE;Produit scalaire;Calculer et interpréter un produit scalaire dans le plan.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_19_02;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_19;1G;2;CAPACITE;Orthogonalité;Utiliser le produit scalaire pour caractériser l’orthogonalité.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_20_01;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_20;1G;1;CAPACITE;Coordonnées et équations;Utiliser les coordonnées pour résoudre des problèmes de géométrie repérée.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_20_02;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_20;1G;2;CAPACITE;Équations de droites;Déterminer et exploiter des équations de droites.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_22_01;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_22;1G;1;CAPACITE;Probabilité conditionnelle;Calculer une probabilité conditionnelle à partir d’un tableau ou d’un arbre pondéré.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_22_02;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_22;1G;2;CAPACITE;Indépendance;Reconnaître et utiliser l’indépendance de deux événements.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_23_01;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_23;1G;1;CAPACITE;Loi d’une variable aléatoire;Déterminer la loi d’une variable aléatoire discrète dans un contexte simple.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_23_02;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_23;1G;2;CAPACITE;Espérance et variance;Calculer et interpréter espérance, variance et écart type dans les cas du programme.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_SPEC_1G_2026_24_01;PRG_MAT_SPEC_1G_2026;ITM_MAT_SPEC_1G_2026_24;1G;1;CAPACITE;Simulation;Concevoir ou interpréter une simulation numérique d’une expérience aléatoire.;SRC_BO_2026_14_MATH_LYCEE
ITM_MAT_C3_6E_01;PRG_MAT_C3_2025;ITM_MAT_C3_01;6E;1;THEME;Nombres entiers et décimaux;Approfondissement de la numération décimale, des opérations et de la résolution de problèmes en sixième.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_02;PRG_MAT_C3_2025;ITM_MAT_C3_01;6E;2;THEME;Fractions et pourcentages;Fraction comme quotient et opérateur, comparaison, calculs et premières utilisations des pourcentages.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_03;PRG_MAT_C3_2025;ITM_MAT_C3_01;6E;3;THEME;Premiers raisonnements algébriques;Résolution de problèmes avec inconnues et étude de régularités avant la formalisation du calcul littéral au cycle 4.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_04;PRG_MAT_C3_2025;ITM_MAT_C3_02;6E;1;THEME;Longueurs et périmètres;Conversions, périmètres usuels et périmètre du disque.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_05;PRG_MAT_C3_2025;ITM_MAT_C3_02;6E;2;THEME;Aires;Aire de figures usuelles, unités d’aire et conversions.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_06;PRG_MAT_C3_2025;ITM_MAT_C3_02;6E;3;THEME;Volumes;Introduction du centimètre cube et calcul de volumes d’assemblages simples.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_07;PRG_MAT_C3_2025;ITM_MAT_C3_02;6E;4;THEME;Horaires et durées;Calculs et conversions utilisant les unités de durée et le système sexagésimal.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_08;PRG_MAT_C3_2025;ITM_MAT_C3_03;6E;1;THEME;Configurations planes;Distances, angles, triangles, cercle, médiatrice et symétrie axiale.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_09;PRG_MAT_C3_2025;ITM_MAT_C3_03;6E;2;THEME;Vision dans l’espace;Lecture et représentation d’assemblages de cubes et reconnaissance de solides usuels.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_10;PRG_MAT_C3_2025;ITM_MAT_C3_04;6E;1;THEME;Organisation et gestion de données;Conduite d’une enquête simple, collecte, tableau et filtrage de données.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_11;PRG_MAT_C3_2025;ITM_MAT_C3_04;6E;2;THEME;Probabilités;Probabilité comme nombre entre 0 et 1, équiprobabilité et comparaison avec des fréquences observées.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_12;PRG_MAT_C3_2025;ITM_MAT_C3_05;6E;1;THEME;Proportionnalité en contexte;Reconnaissance du modèle de proportionnalité et résolution par linéarité ou retour à l’unité.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_13;PRG_MAT_C3_2025;ITM_MAT_C3_06;6E;1;THEME;Instructions, séquences et répétitions;Initiation à la pensée informatique, avec ou sans machine.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C01;PRG_MAT_C3_2025;ITM_MAT_C3_6E_01;6E;1;CAPACITE;Lire, écrire et comparer de grands nombres;Lire, écrire, décomposer, comparer et ordonner des entiers, notamment jusqu’au milliard.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C02;PRG_MAT_C3_2025;ITM_MAT_C3_6E_01;6E;2;CAPACITE;Utiliser différentes écritures d’un nombre décimal;Passer entre écriture décimale, décomposition et représentations adaptées.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C03;PRG_MAT_C3_2025;ITM_MAT_C3_6E_01;6E;3;CAPACITE;Multiplier des nombres décimaux;Effectuer et contrôler une multiplication impliquant des nombres décimaux dans un calcul ou un problème.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C04;PRG_MAT_C3_2025;ITM_MAT_C3_6E_01;6E;4;CAPACITE;Choisir une opération adaptée à un problème;Identifier le sens des opérations et construire une chaîne de calculs cohérente.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C05;PRG_MAT_C3_2025;ITM_MAT_C3_6E_02;6E;5;CAPACITE;Interpréter une fraction comme quotient;Relier une fraction au résultat exact d’une division et comprendre le quotient d’un entier par un entier non nul.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C06;PRG_MAT_C3_2025;ITM_MAT_C3_6E_02;6E;6;CAPACITE;Placer une fraction sur une demi-droite graduée;Repérer et placer des fractions dans des cas simples en choisissant une graduation adaptée.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C07;PRG_MAT_C3_2025;ITM_MAT_C3_6E_02;6E;7;CAPACITE;Appliquer une fraction à un entier;Utiliser une multiplication pour calculer une fraction d’un nombre entier.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C08;PRG_MAT_C3_2025;ITM_MAT_C3_6E_02;6E;8;CAPACITE;Comparer et encadrer des fractions;Établir des égalités de fractions, comparer, encadrer et ordonner des fractions simples.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C09;PRG_MAT_C3_2025;ITM_MAT_C3_6E_02;6E;9;CAPACITE;Additionner et soustraire des fractions;Effectuer des additions et soustractions de fractions dans des situations adaptées au niveau.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C10;PRG_MAT_C3_2025;ITM_MAT_C3_6E_02;6E;10;CAPACITE;Multiplier une fraction par un entier;Calculer le produit d’une fraction par un nombre entier et interpréter le résultat.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C11;PRG_MAT_C3_2025;ITM_MAT_C3_6E_02;6E;11;CAPACITE;Comprendre et utiliser un pourcentage;Relier pourcentage, proportion et fraction, puis calculer ou appliquer un pourcentage simple.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C12;PRG_MAT_C3_2025;ITM_MAT_C3_6E_03;6E;12;CAPACITE;Résoudre un problème à nombre inconnu;Utiliser un schéma, une égalité à trou ou un autre modèle pré-algébrique pour déterminer une inconnue.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C13;PRG_MAT_C3_2025;ITM_MAT_C3_6E_03;6E;13;CAPACITE;Identifier une régularité dans un motif évolutif;Repérer et formuler la structure d’une suite de nombres ou de motifs.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C14;PRG_MAT_C3_2025;ITM_MAT_C3_6E_04;6E;14;CAPACITE;Calculer le périmètre d’un disque;Utiliser la proportionnalité entre diamètre et périmètre et la formule correspondante.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C15;PRG_MAT_C3_2025;ITM_MAT_C3_6E_04;6E;15;CAPACITE;Calculer le périmètre d’une figure composée;Décomposer une figure et additionner les longueurs nécessaires.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C16;PRG_MAT_C3_2025;ITM_MAT_C3_6E_04;6E;16;CAPACITE;Résoudre des problèmes de longueurs;Choisir les unités, convertir si nécessaire et résoudre des problèmes de longueurs ou de périmètres.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C17;PRG_MAT_C3_2025;ITM_MAT_C3_6E_05;6E;17;CAPACITE;Convertir des unités d’aire;Utiliser les relations entre cm², dm² et m² dans des situations simples.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C18;PRG_MAT_C3_2025;ITM_MAT_C3_6E_05;6E;18;CAPACITE;Calculer l’aire de figures usuelles;Calculer notamment l’aire d’un carré ou d’un rectangle et exploiter des décompositions simples.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C19;PRG_MAT_C3_2025;ITM_MAT_C3_6E_06;6E;19;CAPACITE;Déterminer un volume en cm³;Dénombrer des cubes unités et déterminer le volume d’un assemblage simple.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C20;PRG_MAT_C3_2025;ITM_MAT_C3_6E_07;6E;20;CAPACITE;Calculer et convertir des durées;Effectuer des calculs sur horaires et durées, puis convertir entre unités de temps.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C21;PRG_MAT_C3_2025;ITM_MAT_C3_6E_08;6E;21;CAPACITE;Construire et raisonner sur des triangles;Construire des triangles, utiliser leurs propriétés angulaires et la somme des angles.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C22;PRG_MAT_C3_2025;ITM_MAT_C3_6E_08;6E;22;CAPACITE;Construire et utiliser une médiatrice;Reconnaître et construire une médiatrice, puis mobiliser ses propriétés dans une configuration.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C23;PRG_MAT_C3_2025;ITM_MAT_C3_6E_08;6E;23;CAPACITE;Construire le cercle circonscrit à un triangle;Utiliser la concurrence des médiatrices pour déterminer le centre du cercle circonscrit.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C24;PRG_MAT_C3_2025;ITM_MAT_C3_6E_08;6E;24;CAPACITE;Construire un symétrique par symétrie axiale;Utiliser les propriétés de la symétrie axiale pour effectuer et justifier une construction.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C25;PRG_MAT_C3_2025;ITM_MAT_C3_6E_09;6E;25;CAPACITE;Lire une représentation d’un assemblage de cubes;Passer entre une configuration spatiale simple et différentes représentations planes.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C26;PRG_MAT_C3_2025;ITM_MAT_C3_6E_10;6E;26;CAPACITE;Planifier une enquête et recueillir des données;Définir les informations à collecter, effectuer des mesures ou observations et les organiser.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C27;PRG_MAT_C3_2025;ITM_MAT_C3_6E_10;6E;27;CAPACITE;Construire et filtrer un tableau de données;Présenter des données dans un tableau simple et sélectionner les lignes répondant à un critère.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C28;PRG_MAT_C3_2025;ITM_MAT_C3_6E_11;6E;28;CAPACITE;Calculer une probabilité en équiprobabilité;Déterminer une probabilité simple et l’exprimer comme fraction, nombre décimal ou pourcentage.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C29;PRG_MAT_C3_2025;ITM_MAT_C3_6E_11;6E;29;CAPACITE;Comparer fréquence observée et probabilité;Répéter une expérience aléatoire simple et confronter les fréquences obtenues à une probabilité calculée.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C30;PRG_MAT_C3_2025;ITM_MAT_C3_6E_12;6E;30;CAPACITE;Reconnaître une situation de proportionnalité;Décider si deux grandeurs relèvent d’un modèle de proportionnalité et justifier le choix.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C31;PRG_MAT_C3_2025;ITM_MAT_C3_6E_12;6E;31;CAPACITE;Résoudre un problème de proportionnalité;Choisir entre linéarité multiplicative, linéarité additive ou retour à l’unité.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C32;PRG_MAT_C3_2025;ITM_MAT_C3_6E_12;6E;32;CAPACITE;Représenter une situation de proportionnalité;Utiliser un tableau ou des notations symboliques en explicitant les grandeurs et les unités.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C33;PRG_MAT_C3_2025;ITM_MAT_C3_6E_12;6E;33;CAPACITE;Résoudre un problème simple d’échelle;Interpréter une échelle et déterminer une longueur réelle ou représentée.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C34;PRG_MAT_C3_2025;ITM_MAT_C3_6E_13;6E;34;CAPACITE;Identifier et exécuter une séquence d’instructions;Reconnaître une instruction, exécuter une suite d’instructions et anticiper son résultat.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C35;PRG_MAT_C3_2025;ITM_MAT_C3_6E_13;6E;35;CAPACITE;Produire une séquence d’instructions;Écrire une suite d’instructions permettant d’atteindre un résultat imposé.;SRC_BO_2025_16_MATH_C3
ITM_MAT_C3_6E_C36;PRG_MAT_C3_2025;ITM_MAT_C3_6E_13;6E;36;CAPACITE;Utiliser une répétition simple;Répéter une séquence d’instructions pour automatiser une tâche ou construire un chemin simple.;SRC_BO_2025_16_MATH_C3
